screen_name,text,date,favorite_count,retweet_count,location
openaddictionmx,Moto g8 plus de @MotorolaMX es el primer dispositivo de la familia #MotoG en ofrecer sistema de triple cámara… https://t.co/eLb576BIIH,2019-11-13 00:10:35,0,0,
carlosa26444716,RT @Motorola_col: #ExperienciasMoto Entérate de todo lo que la nueva generación de la familia Moto G trae para ti con el nuevo #MotoG8Plus…,2019-11-13 00:08:03,0,5,Cucuta los patios
Motorola_col,#ExperienciasMoto Entérate de todo lo que la nueva generación de la familia Moto G trae para ti con el nuevo… https://t.co/p1FW21q9Hu,2019-11-13 00:01:07,16,5,Colombia
mividapositiva,"Hello Moto!🤳
A semanas de su lanzamiento global, @motorola_AR presenta en Argentina su nuevo portafolio:… https://t.co/3UyHmXcYEC",2019-11-12 23:54:27,0,0,"Buenos Aires, Argentina"
gonzaloenfoque,"Motorola presenta en Colombia la nueva generación de moto g, motorola one macro y moto e6 play @Motorola_col… https://t.co/xNONVmjPWd",2019-11-12 23:12:38,1,0,Bogotá-Colombia
BitWares,"Seguimos con el @motorola_ar #motog8plus, el cual cuenta con chipset Snapdragon 665 (11nm), 4 GB de RAM, 64 GB ROM… https://t.co/PfLJh5vTwC",2019-11-12 22:16:09,0,0,"Buenos Aires, Argentina"
Kata94_,@Motorola_col Que tu #MotoG8Plus sea más rápido y su batería dure 2 días es lo mejor que han podido hacer. Soy una #FanFeliz. #MeEncanta. 😍,2019-11-12 22:04:38,5,1,Colombia
kissesicheng,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone
https://t.co/vYo6FOELyx",2019-11-12 21:46:00,0,0,ggs + wayv n nct.
won__nyo,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone
https://t.co/C49xka4z8R",2019-11-12 21:42:54,0,0,rv
henhyuck1,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone https://t.co/ra7JqspyMo",2019-11-12 21:41:50,0,0,
jeon_ngin,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone

https://t.co/Khpsa5Axdm",2019-11-12 21:37:15,0,0,
__wonjin,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone

https://t.co/XeamFq6ynL",2019-11-12 21:37:03,0,0,
j6nkyu,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone

https://t.co/j1ifzLI2UY",2019-11-12 21:36:51,0,0,
y6juns,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone

https://t.co/O1529tBIkG",2019-11-12 21:36:41,0,0,
n6jire,"#さらざんまい
#변화의_시작이_되자
#まいりました入間くん
#むかいの喋り方
#かわいい
#MotoG8Plus
#iPhone

https://t.co/26PAmAGNEJ",2019-11-12 21:36:27,0,0,
shuriken_starz,"RT @ScontrinoFelice: #Concorso gratuito #Motorola ""Never Miss a Thing"": vinci 10 smartphone #MotoG8Plus https://t.co/dvzwP09myv https://t.c…",2019-11-12 20:27:08,0,2,"Milano, Lombardia"
Eva_Starz,"RT @ScontrinoFelice: #Concorso gratuito #Motorola ""Never Miss a Thing"": vinci 10 smartphone #MotoG8Plus https://t.co/dvzwP09myv https://t.c…",2019-11-12 20:26:52,0,2,Milano
nachopan,"RT @MotoHey: Moto G8 Plus y Moto G8 Play, disponibles en Argentina: diferencias, precios
https://t.co/bF4bGoQGdy #MotoG8Plus #MotoG8Play #M…",2019-11-12 20:04:43,0,1,"Buenos Aires, Olivos"
ScontrinoFelice,"#Concorso gratuito #Motorola ""Never Miss a Thing"": vinci 10 smartphone #MotoG8Plus https://t.co/dvzwP09myv https://t.co/1ZQp5hoL09",2019-11-12 19:57:50,0,2,Italia
roxanasuncho,"RT @motorola_AR: ¡Se agrandó la familia #motog8! Llegaron los nuevos #motog8plus y #motog8play, con sistema de triple cámara ⚡ https://t.co…",2019-11-12 19:39:14,0,11,
AntonioNGros,"RT @motorola_AR: ¡Se agrandó la familia #motog8! Llegaron los nuevos #motog8plus y #motog8play, con sistema de triple cámara ⚡ https://t.co…",2019-11-12 19:09:31,0,11,
TechPlusArg,"Hoy estuvimos en el evento de Motorola, en cual se presentó el moto e6 play, moto one macro, moto g8 play y el plus… https://t.co/floRm6HX9g",2019-11-12 19:02:43,2,0,Argenti
wallir2003,"RT @motorola_AR: ¡Se agrandó la familia #motog8! Llegaron los nuevos #motog8plus y #motog8play, con sistema de triple cámara ⚡ https://t.co…",2019-11-12 18:54:00,0,11,
MotoHey,"Moto G8 Plus y Moto G8 Play, disponibles en Argentina: diferencias, precios
https://t.co/bF4bGoQGdy #MotoG8Plus… https://t.co/uf1RgpuyU3",2019-11-12 18:22:32,1,1,
_Josh_justJosh,@MotorolaSupport When will the #MotoG8Plus get #Android10?,2019-11-12 18:19:27,0,0,"Bedfordshire, UK, Europe"
